Day,Duration,Previous,gender
2017-04-17,11,0,Unlisted
2017-04-17,4,1,Unlisted
2017-04-17,8,1,Male
2017-04-17,3,1,Male
2017-04-17,3,0,Male
2017-04-17,6,0,Other
2017-04-17,15,0,Unlisted
2017-04-17,7,0,Male
2017-04-17,10,0,Male
2017-04-17,2,0,Unlisted
2017-04-17,3,1,Male
2017-04-17,9,1,Female
2017-04-17,6,1,Female
2017-04-17,4,0,Unlisted
2017-04-17,4,0,Unlisted
2017-04-17,4,1,Female
2017-04-17,7,0,Female
2017-04-17,2,1,Female
2017-04-17,4,0,Male
2017-04-17,3,1,Unlisted
2017-04-17,11,0,Male
2017-04-17,1,1,Unlisted
2017-04-17,4,1,Female
2017-04-17,11,1,Unlisted
2017-04-17,4,1,Male
2017-04-17,4,1,Unlisted
2017-04-17,1,1,Female
2017-04-17,6,1,Male
2017-04-17,1,0,Female
2017-04-17,1,1,Male
2017-04-17,2,1,Unlisted
2017-04-17,8,1,Female
2017-04-17,1,1,Other
2017-04-17,6,0,Other
2017-04-17,11,1,Male
2017-04-17,1,0,Male
2017-04-17,1,0,Unlisted
2017-04-17,3,1,Unlisted
2017-04-17,14,1,Female
2017-04-17,8,1,Unlisted
2017-04-17,5,1,Unlisted
2017-04-17,1,1,Male
2017-04-17,3,1,Female
2017-04-17,3,1,Male
2017-04-17,3,0,Male
2017-04-17,1,1,Female
2017-04-17,9,1,Male
2017-04-17,1,0,Unlisted
2017-04-17,7,0,Female
2017-04-17,4,1,Male
2017-04-17,13,0,Other
2017-04-17,1,0,Unlisted
2017-04-17,20,0,Male
2017-04-17,1,1,Male
2017-04-17,11,1,Other
2017-04-17,9,1,Male
2017-04-17,2,1,Female
2017-04-17,2,0,Female
2017-04-17,7,0,Unlisted
2017-04-17,18,1,Unlisted
2017-04-17,4,1,Male
2017-04-17,1,1,Unlisted
2017-04-17,5,0,Other
2017-04-17,1,1,Other
2017-04-17,2,0,Unlisted
2017-04-17,8,1,Other
2017-04-17,1,1,Other
2017-04-17,16,0,Other
2017-04-17,1,1,Male
2017-04-17,3,1,Other
2017-04-17,4,0,Female
2017-04-17,6,0,Other
2017-04-17,8,1,Female
2017-04-17,1,0,Other
2017-04-17,3,1,Unlisted
2017-04-17,4,1,Female
2017-04-17,2,0,Male
2017-04-17,22,0,Other
2017-04-17,10,0,Male
2017-04-17,2,1,Male
2017-04-17,5,0,Male
2017-04-17,1,0,Female
2017-04-17,2,0,Unlisted
2017-04-17,7,0,Female
2017-04-17,10,1,Female
2017-04-17,7,0,Unlisted
2017-04-17,6,1,Other
2017-04-17,20,0,Female
2017-04-17,2,1,Unlisted
2017-04-17,8,0,Other
2017-04-17,9,1,Male
2017-04-17,2,0,Unlisted
2017-04-17,9,1,Male
2017-04-17,7,0,Male
2017-04-17,5,1,Female
2017-04-17,9,0,Unlisted
2017-04-17,4,1,Female
2017-04-17,18,0,Female
2017-04-17,3,0,Male
2017-04-17,7,0,Male
2017-04-17,6,0,Female
2017-04-17,7,0,Other
2017-04-17,4,1,Male
2017-04-17,3,1,Female
2017-04-17,1,0,Female
2017-04-17,5,1,Female
2017-04-17,3,1,Male
2017-04-17,1,1,Male
2017-04-17,13,1,Male
2017-04-17,8,1,Female
2017-04-17,2,1,Unlisted
2017-04-17,2,0,Other
2017-04-17,3,1,Other
2017-04-17,9,0,Other
2017-04-17,4,0,Other
2017-04-17,5,0,Male
2017-04-17,3,0,Male
2017-04-17,6,0,Other
2017-04-17,8,1,Other
2017-04-17,5,1,Female
2017-04-17,6,0,Other
2017-04-17,3,0,Other
2017-04-17,7,0,Other
2017-04-17,5,0,Male
2017-04-17,2,1,Male
2017-04-17,7,0,Female
2017-04-17,11,0,Unlisted
2017-04-17,5,1,Male
2017-04-17,10,0,Unlisted
2017-04-17,3,0,Unlisted
2017-04-17,2,0,Male
2017-04-17,9,0,Other
2017-04-17,2,1,Other
2017-04-17,7,0,Female
2017-04-17,1,1,Unlisted
2017-04-17,3,0,Unlisted
2017-04-17,1,1,Female
2017-04-17,15,1,Female
2017-04-17,9,1,Female
2017-04-17,6,0,Unlisted
2017-04-17,7,0,Other
2017-04-17,5,1,Unlisted
2017-04-17,4,1,Other
2017-04-17,16,0,Male
2017-04-17,4,1,Unlisted
2017-04-17,1,1,Other
2017-04-17,4,1,Male
2017-04-17,8,1,Unlisted
2017-04-17,5,1,Male
2017-04-17,3,0,Other
2017-04-17,2,1,Male
2017-04-17,10,0,Female
2017-04-17,3,1,Male
2017-04-17,1,1,Male
2017-04-17,4,1,Female
2017-04-17,4,1,Female
2017-04-17,6,1,Male
2017-04-17,3,0,Female
2017-04-17,5,0,Female
2017-04-17,14,1,Other
2017-04-17,3,1,Other
2017-04-17,3,1,Female
2017-04-17,8,0,Unlisted
2017-04-17,5,1,Other
2017-04-17,4,1,Unlisted
2017-04-17,1,0,Female
2017-04-17,1,1,Female
2017-04-17,4,0,Unlisted
2017-04-17,4,0,Male
2017-04-17,3,1,Male
2017-04-17,15,1,Female
2017-04-17,3,1,Unlisted
2017-04-17,9,0,Unlisted
2017-04-17,6,1,Unlisted
2017-04-17,7,0,Unlisted
2017-04-17,7,0,Unlisted
2017-04-17,11,1,Unlisted
2017-04-18,5,0,Male
2017-04-18,4,0,Female
2017-04-18,5,0,Female
2017-04-18,5,0,Unlisted
2017-04-18,8,1,Female
2017-04-18,27,1,Unlisted
2017-04-18,2,1,Male
2017-04-18,4,1,Other
2017-04-18,5,1,Unlisted
2017-04-18,4,1,Female
2017-04-18,8,0,Unlisted
2017-04-18,14,0,Other
2017-04-18,2,1,Unlisted
2017-04-18,6,1,Male
2017-04-18,1,0,Unlisted
2017-04-18,8,1,Female
2017-04-18,2,0,Male
2017-04-18,6,0,Other
2017-04-18,10,0,Other
2017-04-18,1,0,Female
2017-04-18,5,1,Male
2017-04-18,16,1,Male
2017-04-18,1,0,Male
2017-04-18,10,0,Male
2017-04-18,8,0,Male
2017-04-18,4,1,Other
2017-04-18,15,1,Male
2017-04-18,1,0,Male
2017-04-18,2,0,Female
2017-04-18,1,1,Male
2017-04-18,3,0,Other
2017-04-18,2,0,Male
2017-04-18,14,1,Other
2017-04-18,14,1,Male
2017-04-18,5,1,Female
2017-04-18,12,0,Unlisted
2017-04-18,2,1,Other
2017-04-18,10,0,Unlisted
2017-04-18,3,1,Male
2017-04-18,6,0,Female
2017-04-18,9,1,Other
2017-04-18,1,0,Female
2017-04-18,2,0,Male
2017-04-18,18,0,Unlisted
2017-04-18,1,1,Male
2017-04-18,10,1,Female
2017-04-18,1,0,Other
2017-04-18,15,1,Unlisted
2017-04-18,1,0,Male
2017-04-18,2,1,Female
2017-04-18,1,0,Other
2017-04-18,7,0,Male
2017-04-18,1,1,Unlisted
2017-04-18,12,0,Male
2017-04-18,6,0,Male
2017-04-18,14,1,Female
2017-04-18,5,0,Male
2017-04-18,1,1,Female
2017-04-18,1,1,Male
2017-04-18,10,1,Male
2017-04-18,6,0,Unlisted
2017-04-18,5,1,Unlisted
2017-04-18,1,0,Male
2017-04-18,2,0,Unlisted
2017-04-18,9,1,Unlisted
2017-04-18,3,1,Male
2017-04-18,6,0,Unlisted
2017-04-18,8,0,Female
2017-04-18,1,0,Female
2017-04-18,5,1,Female
2017-04-18,1,0,Unlisted
2017-04-18,3,1,Unlisted
2017-04-18,20,1,Unlisted
2017-04-18,1,0,Male
2017-04-18,4,1,Unlisted
2017-04-18,1,0,Unlisted
2017-04-18,2,0,Female
2017-04-18,7,1,Male
2017-04-18,2,1,Unlisted
2017-04-18,5,1,Male
2017-04-18,5,0,Female
2017-04-18,1,0,Other
2017-04-18,1,1,Female
2017-04-18,1,0,Unlisted
2017-04-18,13,0,Male
2017-04-18,3,1,Other
2017-04-18,1,0,Male
2017-04-18,2,1,Other
2017-04-18,4,0,Female
2017-04-18,7,1,Other
2017-04-18,1,1,Other
2017-04-18,7,1,Male
2017-04-18,6,1,Other
2017-04-18,3,1,Male
2017-04-18,2,0,Unlisted
2017-04-18,3,0,Male
2017-04-18,9,0,Male
2017-04-18,1,1,Unlisted
2017-04-18,6,1,Male
2017-04-18,14,0,Unlisted
2017-04-18,4,0,Male
2017-04-18,3,1,Unlisted
2017-04-18,2,1,Female
2017-04-18,7,1,Other
2017-04-18,9,1,Female
2017-04-18,1,1,Other
2017-04-18,20,0,Unlisted
2017-04-18,19,1,Male
2017-04-18,6,1,Male
2017-04-18,13,0,Female
2017-04-18,3,0,Female
2017-04-18,10,0,Female
2017-04-18,13,1,Male
2017-04-18,1,0,Female
2017-04-18,2,1,Female
2017-04-18,1,0,Female
2017-04-18,5,1,Male
2017-04-18,1,0,Male
2017-04-18,4,0,Unlisted
2017-04-18,5,1,Unlisted
2017-04-18,7,1,Unlisted
2017-04-18,9,1,Unlisted
2017-04-18,5,0,Unlisted
2017-04-18,1,1,Male
2017-04-18,1,0,Other
2017-04-18,4,1,Other
2017-04-18,3,1,Unlisted
2017-04-18,1,0,Male
2017-04-18,9,1,Male
2017-04-18,24,1,Male
2017-04-18,4,1,Male
2017-04-18,4,1,Female
2017-04-18,13,0,Unlisted
2017-04-18,6,0,Unlisted
2017-04-18,3,1,Unlisted
2017-04-18,3,0,Female
2017-04-18,5,1,Unlisted
2017-04-18,4,0,Other
2017-04-18,5,1,Male
2017-04-18,1,0,Other
2017-04-18,1,0,Unlisted
2017-04-18,1,1,Male
2017-04-18,12,0,Other
2017-04-18,2,0,Male
2017-04-18,1,1,Other
2017-04-18,26,1,Unlisted
2017-04-18,10,1,Other
2017-04-18,5,0,Female
2017-04-18,4,1,Unlisted
2017-04-18,5,0,Unlisted
2017-04-18,16,0,Male
2017-04-18,14,1,Unlisted
2017-04-18,5,1,Other
2017-04-18,1,0,Other
2017-04-18,5,0,Male
2017-04-18,12,1,Female
2017-04-18,10,1,Unlisted
2017-04-18,4,0,Female
2017-04-18,3,1,Unlisted
2017-04-18,8,1,Unlisted
2017-04-18,7,1,Male
2017-04-18,11,1,Female
2017-04-18,3,0,Other
2017-04-18,4,0,Female
2017-04-18,42,1,Other
2017-04-18,3,0,Other
2017-04-18,6,1,Other
2017-04-18,2,0,Other
2017-04-18,11,1,Male
2017-04-18,8,1,Other
2017-04-18,4,0,Male
2017-04-18,4,1,Unlisted
2017-04-18,3,1,Unlisted
2017-04-18,11,0,Unlisted
2017-04-18,3,1,Other
2017-04-18,10,1,Female
2017-04-18,14,0,Unlisted
2017-04-18,1,0,Female
2017-04-18,8,0,Other
2017-04-18,2,1,Unlisted
2017-04-18,1,0,Female
2017-04-18,4,0,Female
2017-04-19,13,1,Female
2017-04-19,5,1,Female
2017-04-19,1,1,Unlisted
2017-04-19,1,1,Unlisted
2017-04-19,3,0,Male
2017-04-19,1,0,Unlisted
2017-04-19,1,0,Other
2017-04-19,1,1,Other
2017-04-19,30,0,Male
2017-04-19,6,1,Unlisted
2017-04-19,6,0,Female
2017-04-19,28,1,Other
2017-04-19,29,0,Female
2017-04-19,6,0,Male
2017-04-19,3,0,Female
2017-04-19,1,0,Other
2017-04-19,2,0,Unlisted
2017-04-19,2,0,Other
2017-04-19,7,0,Female
2017-04-19,12,0,Other
2017-04-19,9,1,Unlisted
2017-04-19,6,1,Male
2017-04-19,2,0,Other
2017-04-19,5,1,Other
2017-04-19,20,1,Male
2017-04-19,5,0,Female
2017-04-19,14,0,Female
2017-04-19,18,1,Male
2017-04-19,2,1,Other
2017-04-19,7,1,Other
2017-04-19,6,0,Unlisted
2017-04-19,2,1,Other
2017-04-19,3,1,Male
2017-04-19,4,1,Female
2017-04-19,13,1,Male
2017-04-19,9,0,Male
2017-04-19,31,1,Male
2017-04-19,1,1,Other
2017-04-19,4,1,Male
2017-04-19,3,0,Male
2017-04-19,6,0,Unlisted
2017-04-19,9,0,Other
2017-04-19,3,0,Male
2017-04-19,1,1,Other
2017-04-19,4,1,Male
2017-04-19,6,0,Male
2017-04-19,7,1,Other
2017-04-19,9,1,Other
2017-04-19,9,1,Male
2017-04-19,1,1,Female
2017-04-19,5,1,Other
2017-04-19,10,1,Female
2017-04-19,4,0,Male
2017-04-19,1,1,Female
2017-04-19,14,0,Unlisted
2017-04-19,1,0,Male
2017-04-19,4,1,Male
2017-04-19,3,0,Unlisted
2017-04-19,7,1,Female
2017-04-19,3,0,Other
2017-04-19,4,0,Other
2017-04-19,3,1,Female
2017-04-19,7,1,Other
2017-04-19,11,0,Female
2017-04-19,7,1,Unlisted
2017-04-19,8,1,Male
2017-04-19,3,0,Unlisted
2017-04-19,1,1,Female
2017-04-19,21,1,Female
2017-04-19,5,0,Unlisted
2017-04-19,7,0,Other
2017-04-19,9,0,Other
2017-04-19,1,0,Unlisted
2017-04-19,6,1,Female
2017-04-19,1,0,Male
2017-04-19,2,1,Male
2017-04-19,10,1,Other
2017-04-19,4,1,Unlisted
2017-04-19,15,0,Unlisted
2017-04-19,8,0,Female
2017-04-19,25,0,Male
2017-04-19,40,0,Female
2017-04-19,2,1,Unlisted
2017-04-19,4,0,Male
2017-04-19,4,1,Other
2017-04-19,14,1,Male
2017-04-19,1,0,Unlisted
2017-04-19,3,1,Unlisted
2017-04-19,3,0,Other
2017-04-19,39,0,Male
2017-04-19,10,1,Male
2017-04-19,7,1,Unlisted
2017-04-19,7,1,Male
2017-04-19,7,0,Female
2017-04-19,3,1,Unlisted
2017-04-19,20,1,Other
2017-04-19,4,0,Male
2017-04-19,4,1,Unlisted
2017-04-19,3,0,Unlisted
2017-04-19,9,1,Male
2017-04-19,17,0,Other
2017-04-19,2,1,Male
2017-04-19,10,0,Other
2017-04-19,7,1,Female
2017-04-19,5,1,Other
2017-04-19,14,1,Unlisted
2017-04-19,11,1,Male
2017-04-19,1,0,Male
2017-04-19,18,0,Female
2017-04-19,17,0,Female
2017-04-19,9,0,Male
2017-04-19,4,0,Other
2017-04-19,6,0,Other
2017-04-19,11,1,Unlisted
2017-04-19,2,0,Unlisted
2017-04-19,5,0,Unlisted
2017-04-19,4,1,Female
2017-04-19,9,1,Male
2017-04-19,8,1,Other
2017-04-19,4,0,Male
2017-04-19,5,0,Female
2017-04-19,7,1,Unlisted
2017-04-19,1,0,Male
2017-04-19,12,1,Unlisted
2017-04-19,1,0,Other
2017-04-19,5,1,Male
2017-04-19,12,1,Other
2017-04-19,3,1,Female
2017-04-19,12,0,Male
2017-04-19,2,0,Female
2017-04-19,2,1,Other
2017-04-19,9,0,Female
2017-04-19,1,1,Male
2017-04-19,18,0,Female
2017-04-19,8,1,Female
2017-04-19,2,1,Female
2017-04-19,9,1,Unlisted
2017-04-19,9,1,Male
2017-04-19,5,0,Male
2017-04-19,9,0,Female
2017-04-19,1,1,Unlisted
2017-04-19,7,0,Other
2017-04-19,3,1,Male
2017-04-19,8,0,Female
2017-04-19,8,1,Unlisted
2017-04-19,1,1,Male
2017-04-19,9,1,Female
2017-04-19,2,0,Unlisted
2017-04-19,4,0,Male
2017-04-19,3,0,Male
2017-04-19,9,1,Unlisted
2017-04-19,7,1,Unlisted
2017-04-19,1,0,Other
2017-04-20,7,1,Male
2017-04-20,7,1,Unlisted
2017-04-20,6,0,Male
2017-04-20,8,0,Unlisted
2017-04-20,8,0,Female
2017-04-20,1,0,Female
2017-04-20,3,0,Female
2017-04-20,3,0,Other
2017-04-20,9,0,Other
2017-04-20,5,0,Male
2017-04-20,7,0,Female
2017-04-20,5,0,Other
2017-04-20,12,1,Unlisted
2017-04-20,3,1,Female
2017-04-20,4,0,Other
2017-04-20,11,1,Female
2017-04-20,1,0,Other
2017-04-20,2,1,Unlisted
2017-04-20,1,0,Other
2017-04-20,3,1,Male
2017-04-20,1,0,Unlisted
2017-04-20,10,1,Other
2017-04-20,3,0,Other
2017-04-20,29,1,Female
2017-04-20,11,1,Unlisted
2017-04-20,8,0,Male
2017-04-20,14,1,Unlisted
2017-04-20,2,0,Female
2017-04-20,5,0,Male
2017-04-20,11,1,Female
2017-04-20,8,0,Other
2017-04-20,5,0,Female
2017-04-20,1,1,Unlisted
2017-04-20,2,0,Unlisted
2017-04-20,3,0,Male
2017-04-20,2,0,Male
2017-04-20,4,1,Male
2017-04-20,4,1,Female
2017-04-20,1,0,Male
2017-04-20,5,0,Female
2017-04-20,14,1,Male
2017-04-20,5,0,Unlisted
2017-04-20,3,1,Female
2017-04-20,6,0,Other
2017-04-20,1,0,Female
2017-04-20,13,0,Male
2017-04-20,5,0,Unlisted
2017-04-20,10,1,Male
2017-04-20,1,1,Female
2017-04-20,7,1,Other
2017-04-20,10,0,Other
2017-04-20,19,0,Other
2017-04-20,6,1,Other
2017-04-20,5,1,Unlisted
2017-04-20,9,1,Unlisted
2017-04-20,4,1,Male
2017-04-20,3,1,Female
2017-04-20,3,1,Other
2017-04-20,1,1,Other
2017-04-20,10,0,Male
2017-04-20,8,1,Female
2017-04-20,1,0,Other
2017-04-20,2,0,Other
2017-04-20,1,1,Female
2017-04-20,9,0,Female
2017-04-20,4,0,Other
2017-04-20,1,1,Other
2017-04-20,3,1,Other
2017-04-20,9,1,Other
2017-04-20,4,1,Other
2017-04-20,27,1,Male
2017-04-20,8,1,Unlisted
2017-04-20,4,1,Unlisted
2017-04-20,6,1,Other
2017-04-20,3,1,Other
2017-04-20,2,0,Unlisted
2017-04-20,11,1,Other
2017-04-20,16,1,Other
2017-04-20,1,0,Unlisted
2017-04-20,2,1,Male
2017-04-20,7,1,Unlisted
2017-04-20,5,1,Other
2017-04-20,2,0,Female
2017-04-20,5,0,Female
2017-04-20,1,1,Male
2017-04-20,19,0,Other
2017-04-20,6,1,Unlisted
2017-04-20,4,1,Unlisted
2017-04-20,7,1,Male
2017-04-20,22,0,Male
2017-04-20,6,1,Other
2017-04-20,4,1,Unlisted
2017-04-20,6,0,Male
2017-04-20,8,0,Other
2017-04-20,2,0,Unlisted
2017-04-20,1,0,Female
2017-04-20,9,1,Other
2017-04-20,11,0,Male
2017-04-20,4,0,Male
2017-04-20,3,1,Unlisted
2017-04-20,8,0,Male
2017-04-20,3,1,Unlisted
2017-04-21,2,0,Other
2017-04-21,1,0,Male
2017-04-21,2,1,Other
2017-04-21,10,0,Other
2017-04-21,4,0,Male
2017-04-21,1,1,Unlisted
2017-04-21,23,0,Other
2017-04-21,2,0,Unlisted
2017-04-21,6,1,Female
2017-04-21,7,0,Male
2017-04-21,2,1,Female
2017-04-21,11,1,Female
2017-04-21,6,1,Male
2017-04-21,7,0,Unlisted
2017-04-21,5,0,Unlisted
2017-04-21,11,0,Male
2017-04-21,2,0,Female
2017-04-21,13,1,Unlisted
2017-04-21,6,0,Female
2017-04-21,5,1,Other
2017-04-21,8,0,Unlisted
2017-04-21,2,1,Male
2017-04-21,3,1,Unlisted
2017-04-21,5,0,Female
2017-04-21,2,0,Male
2017-04-21,12,1,Unlisted
2017-04-21,1,1,Other
2017-04-21,4,0,Unlisted
2017-04-21,2,0,Female
2017-04-21,2,0,Other
2017-04-21,2,1,Unlisted
2017-04-21,19,0,Male
2017-04-21,15,1,Unlisted
2017-04-21,5,0,Male
2017-04-21,1,1,Female
2017-04-21,3,0,Male
2017-04-21,9,0,Female
2017-04-21,3,1,Female
2017-04-21,6,0,Female
2017-04-21,1,1,Female
2017-04-21,15,0,Unlisted
2017-04-21,1,1,Male
2017-04-21,2,1,Male
2017-04-21,1,1,Unlisted
2017-04-21,2,0,Female
2017-04-21,14,1,Female
2017-04-21,4,0,Female
2017-04-21,35,1,Female
2017-04-21,9,1,Female
2017-04-21,3,0,Other
2017-04-21,10,1,Male
2017-04-21,2,1,Male
2017-04-21,8,0,Other
2017-04-21,2,0,Female
2017-04-21,1,0,Unlisted
2017-04-21,3,0,Female
2017-04-21,1,1,Male
2017-04-21,1,1,Other
2017-04-21,1,0,Unlisted
2017-04-21,5,1,Other
2017-04-21,14,0,Unlisted
2017-04-21,2,0,Unlisted
2017-04-21,16,0,Unlisted
2017-04-21,1,1,Female
2017-04-21,10,1,Female
2017-04-21,8,1,Female
2017-04-21,1,0,Male
2017-04-21,5,0,Other
2017-04-21,2,0,Unlisted
2017-04-21,3,0,Female
2017-04-21,12,0,Male
2017-04-21,2,0,Other
2017-04-21,16,0,Unlisted
2017-04-21,1,0,Male
2017-04-21,4,1,Other
2017-04-21,7,1,Male
2017-04-21,3,0,Other
2017-04-22,1,1,Other
2017-04-22,11,0,Female
2017-04-22,2,0,Unlisted
2017-04-22,2,0,Other
2017-04-22,10,1,Unlisted
2017-04-22,15,1,Other
2017-04-22,8,0,Other
2017-04-22,14,0,Female
2017-04-22,3,0,Male
2017-04-22,2,0,Male
2017-04-22,6,0,Unlisted
2017-04-22,22,1,Male
2017-04-22,19,0,Male
2017-04-22,5,0,Other
2017-04-22,3,0,Unlisted
2017-04-22,15,0,Female
2017-04-22,8,0,Female
2017-04-22,3,0,Female
2017-04-22,4,0,Other
2017-04-22,10,0,Female
2017-04-22,13,1,Unlisted
2017-04-22,6,1,Male
2017-04-22,12,1,Male
2017-04-22,1,0,Male
2017-04-22,2,0,Male
2017-04-22,1,1,Unlisted
2017-04-22,2,0,Other
2017-04-22,19,1,Male
2017-04-22,3,1,Male
2017-04-22,3,0,Female
2017-04-22,3,1,Male
2017-04-22,4,1,Male
2017-04-22,3,0,Other
2017-04-22,8,0,Female
2017-04-22,1,1,Other
2017-04-22,1,1,Other
2017-04-22,1,0,Unlisted
2017-04-22,4,0,Other
2017-04-22,6,1,Other
2017-04-22,2,0,Other
2017-04-22,2,0,Male
2017-04-22,6,1,Unlisted
2017-04-22,4,1,Male
2017-04-22,1,1,Unlisted
2017-04-22,1,0,Female
2017-04-22,2,1,Female
2017-04-22,21,0,Female
2017-04-22,21,0,Other
2017-04-22,1,0,Female
2017-04-22,16,1,Unlisted
2017-04-22,18,1,Female
2017-04-22,10,0,Unlisted
2017-04-22,16,0,Male
2017-04-22,8,0,Other
2017-04-22,3,0,Other
2017-04-22,1,0,Unlisted
2017-04-22,2,1,Other
2017-04-22,2,0,Unlisted
2017-04-22,19,1,Female
2017-04-22,11,0,Female
2017-04-22,7,0,Other
2017-04-22,15,1,Male
2017-04-22,1,0,Female
2017-04-22,8,0,Other
2017-04-22,8,0,Male
2017-04-22,25,0,Female
2017-04-22,1,1,Other
2017-04-22,6,1,Male
2017-04-22,1,0,Other
2017-04-22,5,0,Unlisted
2017-04-22,1,1,Unlisted
2017-04-22,5,1,Other
2017-04-22,4,0,Male
2017-04-22,1,1,Female
2017-04-22,8,1,Unlisted
2017-04-22,7,0,Unlisted
2017-04-22,5,0,Other
2017-04-22,1,1,Unlisted
2017-04-22,11,1,Unlisted
2017-04-22,2,1,Male
2017-04-22,8,1,Other
2017-04-22,6,1,Female
2017-04-22,2,1,Unlisted
2017-04-22,2,1,Female
2017-04-22,13,0,Other
2017-04-22,9,0,Unlisted
2017-04-22,1,0,Other
2017-04-22,18,1,Unlisted
2017-04-23,1,1,Female
2017-04-23,9,1,Male
2017-04-23,17,1,Female
2017-04-23,10,1,Female
2017-04-23,3,1,Other
2017-04-23,8,0,Unlisted
2017-04-23,10,0,Male
2017-04-23,4,1,Unlisted
2017-04-23,15,1,Other
2017-04-23,1,0,Male
2017-04-23,1,0,Female
2017-04-23,3,0,Unlisted
2017-04-23,5,1,Other
2017-04-23,18,0,Unlisted
2017-04-23,3,1,Other
2017-04-23,8,1,Other
2017-04-23,8,1,Female
2017-04-23,8,1,Female
2017-04-23,5,0,Unlisted
2017-04-23,13,1,Other
2017-04-23,2,0,Unlisted
2017-04-23,1,1,Male
2017-04-23,1,0,Male
2017-04-23,8,0,Female
2017-04-23,5,0,Female
2017-04-23,4,1,Male
2017-04-23,18,1,Unlisted
2017-04-23,13,0,Male
2017-04-23,7,1,Female
2017-04-23,4,1,Female
2017-04-23,2,1,Unlisted
2017-04-23,6,1,Female
2017-04-23,21,1,Unlisted
2017-04-23,2,1,Unlisted
2017-04-23,5,1,Female
2017-04-23,2,1,Female
2017-04-23,11,0,Other
2017-04-23,7,0,Male
2017-04-23,1,1,Female
2017-04-23,20,0,Male
2017-04-23,3,1,Female
2017-04-23,11,1,Other
2017-04-23,13,1,Other
2017-04-23,4,0,Female
2017-04-23,3,0,Female
2017-04-23,3,0,Male
2017-04-23,16,0,Unlisted
2017-04-23,11,0,Other
2017-04-23,4,0,Other
2017-04-23,18,1,Unlisted
2017-04-23,3,1,Unlisted
2017-04-23,29,1,Other
2017-04-23,5,0,Other
2017-04-23,14,0,Other
2017-04-23,6,0,Female
2017-04-23,12,1,Other
2017-04-23,2,1,Other
2017-04-23,14,1,Male
2017-04-23,2,1,Unlisted
2017-04-23,5,1,Other
2017-04-23,9,0,Unlisted
2017-04-23,5,0,Unlisted
2017-04-23,1,1,Female
2017-04-23,3,0,Unlisted
2017-04-23,1,1,Other
2017-04-23,4,0,Other
2017-04-23,8,0,Female
2017-04-23,1,1,Female
2017-04-23,2,1,Female
2017-04-23,11,0,Female
2017-04-23,3,1,Male
2017-04-23,23,1,Other
2017-04-23,4,1,Male
2017-04-23,1,0,Unlisted
2017-04-23,1,1,Other
2017-04-23,7,1,Unlisted
2017-04-23,4,1,Other
2017-04-23,3,0,Other
2017-04-23,2,0,Male
2017-04-23,1,1,Other
2017-04-23,4,1,Female
2017-04-23,1,0,Other
2017-04-23,15,1,Unlisted
2017-04-23,5,0,Other
2017-04-23,10,1,Male
2017-04-23,7,0,Unlisted
2017-04-23,3,1,Male
2017-04-23,12,0,Female
2017-04-23,2,1,Unlisted
2017-04-23,5,1,Female
2017-04-23,6,0,Unlisted
2017-04-23,6,0,Male
2017-04-23,1,1,Female
2017-04-23,4,1,Female
2017-04-23,3,0,Other
2017-04-23,4,1,Unlisted
2017-04-23,1,0,Unlisted
2017-04-23,10,1,Other
2017-04-23,4,1,Other
2017-04-23,5,1,Unlisted
2017-04-23,1,1,Unlisted
2017-04-23,7,1,Male
2017-04-23,6,0,Other
2017-04-23,5,1,Other
2017-04-23,6,1,Unlisted
2017-04-23,14,0,Male
2017-04-23,14,1,Unlisted
2017-04-23,4,0,Other
2017-04-23,12,0,Female
2017-04-23,6,0,Female
2017-04-23,5,1,Female
2017-04-23,1,1,Female
2017-04-23,13,1,Other
2017-04-23,5,0,Male
2017-04-23,34,0,Male
2017-04-23,1,0,Other
2017-04-23,3,1,Other
2017-04-23,1,1,Unlisted
2017-04-23,10,0,Male
2017-04-23,1,1,Other
2017-04-23,2,1,Female
2017-04-23,2,0,Other
2017-04-23,5,1,Unlisted
2017-04-23,4,1,Other
2017-04-23,4,0,Unlisted
2017-04-23,8,0,Male
2017-04-24,2,1,Female
2017-04-24,2,1,Other
2017-04-24,2,1,Unlisted
2017-04-24,2,1,Other
2017-04-24,18,1,Other
2017-04-24,5,1,Unlisted
2017-04-24,26,0,Unlisted
2017-04-24,4,1,Other
2017-04-24,2,0,Male
2017-04-24,4,0,Male
2017-04-24,6,1,Unlisted
2017-04-24,16,0,Female
2017-04-24,1,1,Unlisted
2017-04-24,6,0,Unlisted
2017-04-24,10,1,Other
2017-04-24,2,1,Female
2017-04-24,2,0,Unlisted
2017-04-24,7,0,Male
2017-04-24,16,1,Female
2017-04-24,8,1,Male
2017-04-24,1,1,Female
2017-04-24,9,0,Unlisted
2017-04-24,11,0,Unlisted
2017-04-24,1,1,Female
2017-04-24,2,1,Other
2017-04-24,17,1,Female
2017-04-24,1,1,Female
2017-04-24,8,1,Male
2017-04-24,3,1,Female
2017-04-24,7,0,Unlisted
2017-04-24,3,0,Other
2017-04-24,5,1,Unlisted
2017-04-24,14,0,Unlisted
2017-04-24,3,0,Female
2017-04-24,6,0,Male
2017-04-24,4,1,Female
2017-04-24,4,1,Unlisted
2017-04-24,6,1,Female
2017-04-24,15,0,Male
2017-04-24,3,0,Male
2017-04-24,6,1,Unlisted
